temp,humidity,wind,cloud,weather,pressure,sea level,forest,river,class
28.28,88,3.33,99,Clouds,1001,113.53,52.29778,1.2,1
27.44,95,1.48,100,Clouds,1005,87.12,90.75111,43.2,1
27.95,87,1.46,10,Clear,1006,76.76,93.24667,6.86,1
28.77,40,2.08,0,Clear,1014,264.19,21.93778,13.2,1
-14.76,59,1.59,96,Clouds,1027,4376.91,58.05444,100,1
32.41,70,2.97,46,Rain,1006,50.79,80.85667,21,1
19.81,93,1.29,100,Rain,1011,79.93,83.16444,3.041,1
28.28,88,3.33,99,Clouds,1001,113.53,52.29778,3.4,1
27.44,95,1.48,100,Clouds,1005,87.12,90.75111,42.75,1
27.95,87,1.46,10,Clear,1006,76.76,93.24667,8.5,1
28.77,40,2.08,0,Clear,1014,264.19,21.93778,11.83,1
28.52,87,4.41,97,Clouds,1000,52.35,25.24889,1.02,1
26.29,89,1.37,4,Clear,1009,339.54,93.83889,62.66,1
17.28,92,1.35,98,Rain,1010,105.81,95.82225,0.1,1
25.79,95,2.55,64,Clouds,1001,129.3,86.48778,1.2,1
27.62,93,1.98,100,Rain,1004,15.42,90.41889,18,1
24.24,59,2,0,Clear,1014,30.5,87.16556,9.5,1
31.84,80,1.5,20,Clouds,1005,-5.72,75.9584,0.5,1
24.43,96,3.74,20,Rain,1005,49,85.16222,3.24,1
30.29,83,1.2,99,Rain,997,92.75,89.6974,17.5,1
34.39,24,2.55,40,Clouds,1010,464.02,7.435556,18.5,1
23.89,92,0.95,94,Rain,1010,742.92,93.03333,13.5,1
25.07,94,1.3,100,Clouds,1003,290.59,95.92778,6.275,1
25.73,87,2.07,78,Clouds,1008,483.22,0,7.2,1
25.07,92,2.36,88,Rain,1010,524.75,94.02778,11.714,1
36.8,47,1.31,44,Clouds,1000,535.16,97.52222,27.7,1
32.56,68,1.65,0,Clear,1001,212.91,88.91778,20.069,1
25.65,89,2.96,100,Clouds,1005,11.29,86.81667,6.77,1
28.55,75,4.32,94,Clouds,1001,323.96,0,33,1
24.35,50,1.63,0,Clear,1005,399.93,86.28778,5.139,1
11.57,76,1.6,5,Clear,1012,1954.28,80.61111,16.04,1
26.61,81,2.28,100,Clouds,1009,45.18,80.50444,3.4,1
23.99,94,3.35,100,Clouds,1003,293.08,1.014444,1.826,1
31.04,42,4.94,52,Clouds,1003,299.29,81.89667,7.268,1
25.01,85,1.61,13,Rain,1004,11.98,91.13444,15.57,1
24.72,92,1.12,74,Clouds,1007,137.04,88.69,10.11,1
29.14,82,1.81,46,Clouds,1001,20.31,84.42667,1.382,1
25.75,97,4.13,87,Clouds,1002,161.25,87.83333,3.998,1
22.49,99,2.15,34,Clouds,1010,838.58,93.45111,8.057,1
26.6,44,1.8,0,Clear,1009,581.53,45.00222,12.1,1
29.34,77,5.57,9,Clear,1008,0,54.77444,0.1,1
39.72,24,2.48,1,Clear,1001,59.78,61.78,0.15,1
36.87,36,2.02,1,Clear,998,114.91,92.43556,15.5,1
23.3,94,1.65,100,Rain,1001,476.82,96.89111,16,1
35.36,47,3.28,70,Clouds,1003,9.2,80.81667,0.4,1
40.65,21,1.94,81,Clouds,1001,409.16,96.6574,3,1
26.39,70,1.32,5,Clear,1010,110,69.34667,0.01,1
15.15,98,1.51,0,Clear,1012,330.7,80.42333,3.4,1
31.38,61,1.94,100,Clouds,1003,57.64,87.77889,3.3,1
26.87,94,0.44,83,Clouds,1002,13.73,91.44556,4.2,1
29.17,76,1.91,52,Clouds,1006,79.67,88.59444,4.1,1
25.72,92,1.24,96,Rain,1002,68.95,89.76333,0.3,1
27.23,94,0.81,88,Clouds,1006,88.6,74.40667,2,1
22.44,95,1.35,100,Clouds,1012,511.51,52.27556,8,1
30.4,76,0.83,26,Clouds,1005,40.55,92.32222,4.6,1
27.65,86,0.62,100,Rain,1006,112.61,43.71222,1.6,1
27.99,94,3.2,32,Clouds,1006,2.21,92.18889,0.58,1
33.75,60,2.32,31,Clouds,1002,56.25,90.54333,1.1,1
31.93,76,1.8,100,Rain,998,71.34,90.09778,0.05,1
30.97,53,3.33,43,Clouds,1007,36.2,94.54889,2.3,1
24.16,96,1.88,100,Rain,1004,250.05,90.28444,1,1
14.69,89,1.17,0,Clear,1013,320.31,97.26111,30,1
23.43,76,2.51,0,Clear,1013,274.48,94.54667,0.35,1
25.24,75,3.1,0,Clear,1006,136.01,80.41667,1.85,1
27.25,97,3.7,98,Rain,1001,48.64,90.55333,2.1,1
27.4,91,2.04,100,Rain,1001,118.09,90.34556,0.998,1
28.11,78,1.27,47,Rain,1014,157.16,98.7462,12,1
34.37,43,1.85,55,Clouds,1005,174.27,85.90111,1.7,1
24.47,68,1.06,1,Clear,1016,141.51,93.06,1.8,1
32.11,62,2.72,29,Clouds,1006,89.85,57.72222,2.75,1
22.64,97,0.7,100,Rain,1007,109.27,93.68778,2.32,1
25.55,75,1.54,0,Clear,1010,383.35,60.44667,0.1,1
20.95,94,3.81,100,Rain,1011,968.01,96.44444,1.9,1
20.55,97,0.64,100,Rain,1006,2076.8,97.56444,7.02,1
24.7,74,1.46,13,Clouds,1005,484,78.95222,0.01,1
32.21,75,2.71,98,Clouds,1002,83.26,91.5984,0.7,1
24.12,59,1.99,6,Clear,1009,442.79,83.21444,34.1321,0
20.85,93,0.73,90,Clouds,1010,675.11,75.53222,2.236068,0
33.41,71,2.52,96,Rain,1003,129.65,27.4,9.899495,0
13.78,62,2.37,4,Clear,1020,121.08,6.135556,100,0
27.05,82,1,75,Rain,1006,70.84,3.398889,46,0
19.08,88,1.5,20,Clouds,1016,1312.69,17.91889,17,0
11.77,80,0,0,Clear,1018,121.67,31.25667,13.0384,0
27.12,92,0.8,100,Rain,1006,99.47,85.66778,14.31782,0
27.95,93,1.51,57,Clouds,1008,151.11,90.37667,37.65634,0
34.04,36,1.5,1,Clear,1004,340.95,42.44889,33.30165,0
17.88,67,1.71,0,Clear,1019,319.74,64.59,28.6007,0
26.81,58,2.97,22,Clouds,1012,937.35,34.52333,12.80625,0
12.17,82,1.64,0,Clear,1017,243.35,12.25667,100,0
15.8,95,1,90,Fog,1017,289.57,0.098889,100,0
29.59,63,0,32,Clouds,1009,80,20.85778,7.211103,0
28.05,85,2.22,88,Rain,1006,46.21,76.41778,8.544004,0
17.38,63,1.99,0,Clear,1012,65.77,1.7,11.7047,0
15.66,65,0.19,1,Clear,1013,745.98,89.38222,25.05993,0
31.44,49,2.1,20,Clouds,1009,0,35.76333,0,0
23.95,38,0.71,0,Clear,1016,442.47,68.28111,30.80584,0
27.1,83,0.92,95,Clouds,1009,5.66,38.68667,7.071068,0
26.08,56,1.31,1,Clear,1013,293.08,0.032222,100,0
33.06,72,1.5,40,Haze,997,77.28,19.25444,15,0
26.83,32,0,58,Haze,1006,236.9,0.651111,23.60085,0
29.33,88,3.4,100,Rain,1004,73.59,87.98333,96.83491,0
23.12,97,2.97,100,Rain,1008,588.38,49.35889,100,0
35.5,42,1.74,43,Clouds,1009,492.33,17.76,9.219544,0
30.11,83,1.81,19,Clouds,1011,53.76,90.24444,30,0
8.28,54,0.6,12,Clouds,1016,981.72,89.12333,31.14482,0
26.71,71,1.34,100,Clouds,1000,360.83,86.71778,100,0
25.24,85,4.22,100,Clouds,1008,345.87,9.114444,8.062258,0
22.59,68,1.5,97,Clouds,1011,272.85,55.94222,100,0
23.01,94,3.6,75,Thunderstorm,1007,307.73,1.81,2.828427,0
17.35,76,1.69,5,Clear,1013,331.11,50.45,24.18677,0
15.88,92,1.8,0,Clear,1014,894.17,24.01444,26.41969,0
24.51,65,4.46,82,Clouds,1011,225.4,62.10111,100,0
24.59,84,3.53,99,Clouds,1010,701.86,58.35778,15.0333,0
40.66,33,3.46,22,Clouds,1004,207.82,51.77778,28.16026,0
30.15,74,2.41,95,Clouds,1000,423.78,77.43444,17.02939,0
20.69,79,1.7,0,Clear,1013,414.42,11.24444,11.40175,0
29.5,36,0.76,0,Clear,1009,217.65,73.10333,100,0
28.44,69,4.62,0,Clear,999,107.81,85.66556,24.75884,0
26.11,70,1.99,51,Clouds,1011,230.56,22.75444,22.02272,0
9.71,93,0.86,0,Clear,1020,176.8,28.85222,100,0
25.76,66,2.05,26,Clouds,1013,324.07,72.55778,3.605551,0
35.6,30,3.76,36,Rain,1008,490.36,74.65333,29.06888,0
32.42,68,1.97,49,Rain,1002,258.85,77.24444,100,0
30.29,86,1.05,95,Clouds,1000,178.92,59.01889,100,0
34.83,62,1,20,Clouds,1007,6.96,63.00111,15,0
30.75,65,1,54,Clouds,1001,657.03,80.26222,22.2036,0
30.25,38,2.32,37,Clouds,1006,286.55,89.84444,100,0
27.44,67,1.68,0,Clear,1012,124.27,59.83222,5.385165,0
20.26,79,1.84,46,Clouds,1015,278.01,88.48667,100,0
9.81,86,2.42,0,Clear,1018,212.66,69.00111,100,0
20.07,79,1.36,93,Clouds,1013,246.63,27.58111,10,0
10.42,90,2.01,0,Clear,1018,99.8,52.18667,16.15549,0
24.63,91,0.71,14,Clouds,1009,119.76,90.61889,21.54066,0
26.44,78,3.27,36,Clouds,1008,551.14,76.64111,100,0
28.69,57,2.18,0,Clear,1014,1,56.78111,8.062258,0
15.57,63,1.5,5,Clear,1012,352.51,17.70222,3.605551,0
21.06,71,2.54,0,Clear,1016,171.68,74.34667,8,0
27.59,68,1.14,35,Clouds,1011,306.38,46.09,55.47071,0
25.11,58,1.91,0,Clear,1009,439.05,15.84778,100,0
20.55,55,2.89,18,Clouds,1018,681.91,47.39222,45.88028,0
20.35,74,1,1,Clear,1017,560.46,54.19111,2.236068,0
27.4,91,3.63,100,Rain,998,25.71,22.60222,14.21267,0
27.87,73,1.43,94,Clouds,1006,148.22,37.67667,8.944272,0
19.07,85,1.38,30,Clouds,1012,295.18,33.37333,14,0
29.6,42,1.79,0,Clear,1011,458.02,58.47556,9.899495,0
29.16,68,0.56,67,Clouds,1008,136.17,87.76667,93.13431,0
6.75,94,0.6,0,Clear,1016,233.28,15.91333,100,0
31.68,70,3.73,3,Clear,1006,20.98,3.678889,26.07681,0
28.46,93,1.92,98,Clouds,999,15.89,86.47667,10,0
28.95,79,1,20,Clouds,997,235.91,15.29889,0,0
30.18,67,2.96,77,Clouds,1008,371.66,92.81,100,0
34.82,66,2.21,75,Clouds,1002,60.06,79.55556,3.162278,0
25.89,87,1.53,87,Clouds,1011,561.54,42.15889,9.219544,0
17.26,84,2.56,28,Clouds,1014,81.35,75.36556,15.55635,0
38.23,30,2.76,27,Clouds,1003,235.74,31.49,37,0
17.99,83,1.37,1,Clear,1013,91.81,78.97667,72.44998,0
19.19,83,0.93,0,Clear,1018,47.05,90.20444,79.07591,0
27.03,88,2.45,84,Rain,1007,467.99,68.80778,9,0
25.73,96,3.31,100,Clouds,1004,435.46,69.41222,11.7047,0
30.09,77,1.47,100,Rain,1008,216.86,84.91556,10,0
33.02,62,4.3,100,Clouds,1000,277.45,91.06,60.74537,0
29.71,70,2.93,0,Clear,1008,223.61,32.32667,14.42221,0
19.45,83,2.55,19,Clouds,1012,181.65,80.93667,87.20665,0
24.99,42,4.25,62,Clouds,1017,811.54,26.45333,6.324555,0
22.18,83,1.31,0,Clear,1003,769.27,88.71444,100,0
20.65,84,1.63,17,Clouds,1003,1168.53,84.99111,7.615773,0
15.81,70,2.48,0,Clear,1017,237.81,68.50667,100,0
31.21,76,0,40,Clouds,1003,5.87,54.33,14.31782,0
25.13,93,3.89,100,Rain,1003,183.89,43.51,3.605551,0
32.23,70,3.43,99,Clouds,998,100.84,48.14444,0,0
8.64,97,1,100,Fog,1019,147.89,55.62556,18.43909,0
24.71,91,2.36,68,Clouds,1011,655.81,23.28222,17.26268,0
24.51,58,1.36,0,Clear,1017,153.62,44.37111,100,0
29.39,75,0,90,Rain,1003,125.32,74.38667,100,0
28.41,84,0,90,Rain,997,299.63,79.70222,100,0
31.64,64,1,40,Rain,998,291.23,25.75222,2,0
30.53,65,4.44,100,Clouds,1007,452.74,49.92778,17.26268,0
14.64,23,1,0,Haze,1020,513.86,1.735556,16.15549,0
28.31,83,3.05,70,Rain,1007,294.25,0.102222,10.19804,0
36.28,39,4.83,41,Clouds,1007,289.06,36.646,100,0
22.03,66,2.19,48,Clouds,1011,165.89,36.22667,42.54409,0
16.46,85,0,0,Haze,1018,218.73,47.93333,58.13777,0
27.79,71,0,40,Clouds,1011,6.32,21.35111,4.472136,0
32.28,75,4.19,22,Clouds,997,190.85,77.76,100,0
26.31,85,3.53,98,Clouds,1010,602.12,24.28,14.86607,0
14.04,74,1.98,0,Clear,1014,235.93,62.78667,10.77033,0
33.9,49,2.48,20,Clouds,1013,638.68,64.29889,22.2036,0
5.85,80,1.2,0,Clear,1021,235.65,0.291111,32,0
29.32,47,1.17,82,Clouds,1012,38.22,84.49111,17,0
10.04,82,1,0,Fog,1021,211.74,10.68,41.23106,0
32.73,57,4.25,21,Clouds,1002,260.97,74.55,9.433981,0
26.81,70,7.49,87,Clouds,1012,11.02,81.25111,22.80351,0
24.81,83,3.26,99,Clouds,1009,451.91,63.17444,100,0
22.3,63,5.82,0,Clear,1011,134.21,72.01444,21.2132,0
28.57,76,2.78,100,Clouds,1003,252.41,45.91556,2.828427,0
26.08,92,1.38,96,Clouds,1001,257.79,69.81222,18.43909,0
29.43,10,3.1,20,Clouds,987,134.18,6.047778,34.98571,0
21.42,54,1.51,0,Clear,1015,46.64,86.92444,100,0
29.43,81,1.5,20,Clouds,1009,2.27,53.99,0,0
28.06,72,3.88,64,Clouds,1013,207.76,52.63889,6,0
22.6,54,2.51,0,Clear,1015,45.38,20.96778,7.071068,0
29.01,70,0.25,94,Clouds,1010,260.82,52.43667,41.72529,0
31.01,65,2.06,0,Clear,1004,231.92,78.06111,34.43835,0
20.89,94,1.88,100,Rain,1010,718.21,41.74444,12.08305,0
16.22,94,1.78,2,Clear,1016,70.3,63.81778,6.403124,0
29.6,24,0.5,0,Clear,1013,555.85,13.21556,12.16553,0
27.54,93,2.98,97,Clouds,1005,12.31,88.84444,36.05551,0
28.42,41,2.19,0,Clear,1009,81.39,64.89,20.61553,0
28.35,84,1.67,32,Clouds,1011,8.26,73.53556,25.4951,0
23.95,83,0,20,Clouds,1008,281.97,40.89444,10.44031,0
40.29,21,1.55,6,Clear,1010,261.22,18.48667,9.219544,0
31.45,67,3.1,85,Clouds,1005,0.75,57.04889,11.6619,0
28.41,96,0.94,92,Rain,1003,31.66,57.20111,6.708204,0
29.37,95,1.9,78,Clouds,1000,257.86,54.88444,100,0
32.19,66,2.1,40,Haze,999,184.66,15.52222,7.81025,0
31.14,77,0.83,96,Rain,1008,28.25,86.72333,32.20248,0
23.63,63,2.52,32,Clouds,1013,495.78,88.06667,16.27882,0
33.57,48,1.59,21,Clouds,1009,421.01,71.66556,100,0
19.8,77,1.53,4,Clear,1014,448.31,81.82889,3.605551,0
30.63,74,4.6,0,Clear,994,226.58,0.25,1,0
24.12,93,1.72,85,Clouds,1007,397.38,33.94,30.88689,0
32.38,70,2.5,61,Clouds,1001,73.02,78.10444,67.02984,0
17.61,67,3.08,65,Clouds,1012,467.98,14.87889,16.12452,0
25.34,88,1,40,Rain,1005,50.2,11.28,29.69848,0
31.72,56,2.78,35,Clouds,1010,28.81,51.49333,33.54102,0
6.61,78,0,0,Clear,1021,430.03,0.058889,29.01724,0
22.86,73,0,40,Mist,1012,413.87,14.41778,5,0
13.24,89,2.24,0,Clear,1019,170.25,77.46889,7.28011,0
25.91,82,5.66,35,Clouds,1002,641.79,45.68222,45.60702,0
37.04,47,2.94,3,Clear,1003,237.31,66.15889,100,0
9.27,92,2.09,100,Rain,1020,364.8,86.09,100,0
29.33,40,3.19,30,Clouds,1002,277.43,42.69222,100,0
27.54,87,1.34,100,Clouds,1003,359.07,88.61889,96.25487,0
20.46,90,2.29,21,Clouds,1014,322.74,71.71889,29.73214,0
34.17,63,3.6,92,Clouds,998,236.29,36.17667,4.472136,0
25.04,66,2.1,40,Rain,977,918.3,4.252222,12.04159,0
26.7,90,2.94,100,Rain,1002,279.58,19.87111,2.236068,0
26.01,76,2.1,90,Haze,1001,496.43,3.436667,25.07987,0
18.53,90,2.16,100,Clouds,1015,136,72.13556,0,0
14.77,91,0.98,0,Clear,1017,297.7,64.62333,3,0
24.55,86,3.73,100,Clouds,1010,612.97,0.07,34.82815,0
21.68,72,1.76,50,Rain,1007,1206.24,85.91556,100,0
12.39,65,1,0,Clear,1019,476.85,74.67667,17,0
24.25,77,0.84,75,Rain,1011,1347.02,96.47444,100,0
35.73,41,1.7,73,Clouds,1008,492.02,8.385556,5.656854,0
26.98,92,4.4,100,Rain,1002,81.72,72.78444,5.385165,0
33.01,50,2.1,20,Rain,998,487.97,59.10444,2.236068,0
26.77,75,1.85,5,Clear,1006,210.86,5.172222,100,0
29.08,74,0,40,Haze,1003,550.43,31.00111,15.26434,0
25.31,66,0,84,Clouds,1017,308,78.64333,4.123106,0
28.44,87,0.91,100,Clouds,1006,273.31,85.34556,6.403124,0
8.66,38,0.52,90,Clouds,1013,1598.02,85.47444,22.02272,0
26.88,72,3.38,83,Clouds,1011,3.72,44.61778,3.605551,0
29.91,74,4.48,40,Clouds,1012,259.98,48.10111,7.071068,0
24.89,64,1.92,0,Clear,1009,200.81,8.835556,100,0
23.62,36,0.5,62,Clouds,1005,1587.79,26.64889,5.656854,0
25.88,78,0.9,65,Clouds,1007,305.52,68.15,4.123106,0
28.22,38,2.4,39,Clouds,1009,164.08,2.122222,4.472136,0
17,60,1,95,Clouds,1014,1433.54,77.65667,100,0
29.98,64,2.19,97,Clouds,1001,94.68,13.99556,17.46425,0
26.57,94,3.02,91,Rain,1001,406.7,70.34,3.605551,0
25.41,92,1.92,1,Clear,1009,21.42,82.21333,2,0
22.91,94,0.88,84,Rain,1011,193.41,43.05444,30.08322,0
37,32,2.6,20,Clouds,1000,280.11,38.03444,9.433981,0
30.72,80,1.65,100,Clouds,1007,203.14,26.34,33.52611,0
30.65,77,2.16,99,Rain,1004,264.07,39.40889,8.602325,0
39.18,26,3.76,0,Clear,998,152.93,58.78556,1,0
20.11,59,1.87,0,Clear,1014,1291,86.54889,69.42622,0
23.03,87,4.6,20,Clouds,1008,721.97,9.648889,13,0
41.57,27,2.59,83,Clouds,1001,373,28.77556,51.08816,0
21.99,64,3.03,0,Clear,1012,90.46,67.16889,2,0
29.37,37,1,20,Clouds,1009,454.18,11.57,5.09902,0
38.79,23,3.39,0,Clear,1009,314.89,35.80333,11.04536,0
34.84,64,3.21,42,Clouds,1004,215.94,82.28222,8.062258,0
24.81,95,1.06,97,Clouds,1011,32.86,80.36889,64.63745,0
25.17,83,0.74,100,Clouds,1006,1662.83,96.40778,100,0
30.94,84,1.91,82,Rain,1000,142.02,69.82,45.27693,0
29.57,29,4.21,4,Clear,1008,546.32,68.27556,4.472136,0
28.99,42,1.5,13,Clouds,1015,17.36,85.88444,16.27882,0
23.01,46,0,20,Clouds,1018,25.9,60.47,5,0
10.37,88,1.85,15,Clouds,1020,351.31,55.25778,11.04536,0
25.97,89,2.18,100,Rain,1010,11.96,37.92,7.071068,0
31.8,42,1.16,0,Clear,1010,169.06,90.08556,55.10898,0
26.37,77,8.53,100,Clouds,1007,526.54,0,8.602325,0
28.32,51,0.23,0,Clear,1014,215.17,13.61778,100,0
22.79,72,1.5,0,Clear,1012,248.86,52.19889,21.18962,0
17.04,82,2.46,100,Clouds,1017,147.85,73.33778,44.64303,0
29.93,60,0,40,Clouds,1006,276.73,63.84,13.41641,0
27.42,62,1.5,20,Clouds,1011,5.64,63.56778,5.385165,0
26.17,92,0,40,Haze,998,244.28,29.02111,26.24881,0
26.72,94,0.76,98,Clouds,1001,53.34,84.12667,10.29563,0
33.19,74,1.42,68,Rain,996,108.18,82.50111,100,0
20.79,69,0,34,Clouds,1012,11.5,7.303333,21.40093,0
28.19,53,0.5,0,Clear,1013,546.27,67.96222,11.40175,0
20.31,72,1.93,0,Clear,1013,156.44,47.81556,3.162278,0
21.74,68,1.14,2,Clear,1019,33.11,51.56444,5,0
29.82,64,5.4,3,Clear,1010,542.07,45.76,10.44031,0
21.35,43,1.45,75,Clouds,1019,273.58,13.66556,17.80449,0
25.97,88,2.13,17,Clouds,1011,15.05,51.57889,12.20656,0
25.77,65,2.72,0,Clear,1006,248.26,1.454444,58.46366,0
30.36,61,2.37,0,Clear,996,205.08,38.99556,100,0
27.63,94,0.36,98,Rain,1003,22.26,88.65556,35.51056,0
17.53,80,0.76,0,Clear,1008,208,55.58333,24.83948,0
26.42,95,3.24,100,Rain,1002,38.61,58.15444,50.24938,0
32.18,49,6.2,0,Clear,1013,2.32,3.897778,5.385165,0
29.29,62,4.92,86,Clouds,1008,573.52,42.25111,2,0
23.56,94,0.29,98,Rain,1003,1625.74,78.14333,100,0
27.21,85,1.45,28,Clouds,1008,215.03,60.76556,33.24154,0
26.37,74,1,20,Clouds,1009,125.77,19.42444,16.27882,0
37.16,23,4.26,0,Clear,1005,236.9,0.04,100,0
36.45,45,2.55,68,Clouds,1006,256.09,50.47111,9.433981,0
26.01,82,1,20,Clouds,1001,378.78,64.18,30.59412,0
20.21,73,2.1,40,Clouds,945,1022.27,35.10333,9,0
32.01,30,2.31,9,Clear,1008,377.63,45.49,8.544004,0
18.37,56,0.68,0,Clear,1017,774.2,58.72,42.54409,0
13.55,93,1.2,96,Rain,1012,1949.82,86.59889,75.16648,0
29.68,59,4.9,91,Clouds,1011,36.31,74.17889,11.18034,0
6.13,88,2.55,0,Clear,1020,182.3,66.02556,100,0
31.96,47,2.68,65,Clouds,1003,311.18,26.26,85.2115,0
9.98,87,2.22,38,Clouds,1019,229.18,81.20333,100,0
22.31,69,1.78,0,Clear,1010,18.73,84.87111,0,0
14.99,92,0.81,79,Rain,1013,1582.07,85.44,7.071068,0
21.93,81,3.34,27,Rain,1013,69.5,41.99889,100,0
29.52,88,2.04,96,Rain,997,89.71,77.97667,84.11896,0
34.06,73,1.04,47,Rain,996,221.97,0.625556,100,0
27.97,74,2.6,20,Haze,1003,214.79,16.47222,100,0
19.01,84,0,40,Clouds,1012,269.16,82.81444,14.76482,0
26.62,88,3.4,100,Clouds,1010,574.04,34.71222,20.61553,0
30.36,43,2.77,0,Clear,1001,142.94,68.67444,66.7308,0
23.09,94,1,40,Rain,1005,585.61,22.61111,37.85499,0
33.15,71,2.98,61,Clouds,1004,75.22,74.85889,22.2036,0
18.12,81,1.48,31,Clouds,1013,310.92,66.12222,12.80625,0
35.88,59,2.93,29,Clouds,1002,175.62,29.74333,100,0
22.97,94,1.65,34,Clouds,1013,69.4,73.55222,11.40175,0
12.6,83,2.07,0,Clear,1013,199.63,56.84,100,0
25.01,40,1.58,0,Clear,1013,196.25,48.12667,100,0
30.38,82,1.36,64,Clouds,1003,8.61,79.98889,35.0571,0
25.91,76,1.02,82,Rain,1008,105.27,44.70556,5,0
22.41,89,4.54,100,Clouds,1009,836.06,1.46,5,0
18.83,60,1.21,17,Clouds,1016,877.68,91.8,100,0
18.92,75,2.14,0,Clear,1013,116.5,71.22667,6.324555,0
26.14,46,1.96,0,Clear,1015,216.36,90.82556,100,0
11.72,90,1.92,47,Clouds,1017,212.51,68.73333,3.605551,0
21.01,73,1.89,29,Clouds,1012,512.05,82.23222,14.14214,0
17.63,72,1,20,Haze,1018,53.67,1.561111,100,0
22.7,74,1.55,2,Clear,1013,11.33,57.65889,3.162278,0
24.95,88,0,40,Mist,1019,4.91,14.28556,8.062258,0
25.95,44,2.1,0,Smoke,1014,10.09,6.917778,10.63015,0
27.5,33,2,18,Clouds,1014,274.41,0,29.06888,0
21.13,64,3.09,20,Haze,1014,499.55,14.69111,10.77033,0
13.43,63,2.62,0,Clear,1017,327.63,0,9.055385,0
12.75,100,0,90,Fog,1017,227.43,4.356667,94.8736,0
33.82,36,0.5,20,Clouds,1009,209.43,48.64333,100,0
26.34,50,1.55,0,Clear,1014,420.6,2.254444,8.602325,0
24.55,59,1.36,0,Clear,1016,56.86,90.11778,51.66237,0
27.29,92,1.37,98,Clouds,1000,133.55,61.43111,11.7047,0
9.01,83,0,0,Mist,1019,175.81,34.99111,100,0
24.8,41,2.28,0,Clear,1020,304.49,55.98889,12.08305,0
27.37,62,3.4,43,Rain,1018,605.55,76.59444,13.0384,0
20.55,78,4.27,1,Clear,1019,747.58,19.10222,17.69181,0
21.01,98,3.9,100,Rain,1009,778.75,51.85778,38.58756,0
27.21,87,5.88,88,Clouds,1004,289.75,3.567778,14.86607,0
30.68,58,0,40,Clouds,1002,668.25,11.77556,100,0
11.09,47,0,20,Drizzle,1039,1978.24,77.26556,100,0
26.7,90,0.79,7,Clear,1011,15.41,85.51667,2.236068,0
23.72,85,1.33,41,Clouds,1016,169.08,42.90778,13.41641,0
26.88,71,2.4,68,Clouds,1010,355.3,33.20889,100,0
28.59,33,1,20,Clouds,1012,289.8,45.93111,12.16553,0
24.23,86,3.24,100,Clouds,1009,667.76,72.40778,10,0
30.99,53,2.98,6,Clear,1010,24.78,26.23889,6.403124,0
28.56,73,1.82,68,Clouds,1006,222.25,69.38444,12.80625,0
25,92,2.83,0,Clear,1012,13.61,14.55222,2,0
27.92,50,2.99,0,Clear,1007,276.81,34.25889,100,0
12.65,71,1.28,71,Clouds,1016,342.39,21.07889,36.40055,0
25.14,58,1,1,Clear,1011,114.82,86.74,5.656854,0
32.39,70,1.5,20,Clouds,1007,4.65,15.96333,18.97367,0
18.23,57,0.98,88,Clouds,1015,217.07,38.02111,100,0
18.51,94,1.7,21,Clouds,1017,62.43,56.30111,21.84033,0
22.96,53,2.52,1,Clear,1017,592.61,21.05889,100,0
33.79,52,3.59,24,Clouds,1007,251.5,71.74333,1.414214,0
17,84,1.4,49,Clouds,1013,1342.92,90.23556,94.66784,0
20.04,37,1.5,1,Haze,1017,572.29,11.67444,17,0
27.21,92,0,20,Rain,1006,15.28,35.01444,5.830952,0
28.57,81,0,40,Thunderstorm,999,318.83,36.22333,18.35756,0
24.35,31,1.78,0,Clear,1020,286.22,37.65889,12.72792,0
38.43,28,1.04,20,Clouds,1008,442.84,57.15,28.6531,0
29.51,74,1.36,100,Clouds,1003,280.85,51.63111,42.52058,0
29.58,91,1.5,20,Clouds,1002,6.75,9.135556,19.69772,0
20.98,62,1.88,68,Clouds,1013,1541.77,93.34444,75.45197,0
41.59,21,4.81,0,Clear,1003,234.32,10.20778,100,0
27.58,88,0.35,95,Clouds,1003,317.4,62.34111,9.219544,0
12.5,95,1.81,79,Clouds,1017,195.87,73.58444,100,0
31.52,27,1.89,82,Clouds,1010,322.54,36.90444,26.24881,0
25.18,73,2.24,21,Clouds,1012,746.52,9.655556,12,0
20.93,70,2.19,10,Clear,1012,223.65,45.01222,71.16881,0
39.41,27,4.07,53,Clouds,1005,217.81,0.105556,3.162278,0
12.41,91,1.71,0,Clear,1016,117.15,71.43111,90.04999,0
39.64,23,1,13,Clouds,1005,472.64,34.24,11.7047,0
25.06,92,1.26,29,Clouds,1009,3.79,75.83556,3.605551,0
27.15,86,4.08,33,Clouds,1005,16.28,64.12,13.41641,0
30.61,84,2.78,69,Rain,1001,230.66,67.36889,100,0
26.99,78,0.5,20,Mist,1009,4.25,4.683333,15.65685,0
35.55,32,2.26,17,Clouds,1008,246.54,17.73667,100,0
24.87,80,1.84,43,Clouds,1018,106,62.74222,1,0
44.89,7,5.18,30,scattered clouds,1003,340.95,42.44889,80,0
15.89,51,2.47,65,broken clouds,1013,154.6,64.59,55,0
35.57,26,2.36,0,clear sky,1008,124.27,59.83222,34,0
15.54,57,1.92,0,clear sky,1017,89.92,88.64222,33,0
32.97,49,6.46,0,clear sky,1010,276.73,63.84,25,0
27.77,77,2.91,0,clear sky,1009,38.61,58.16333,20,0
31.99,50,1.31,6,clear sky,1009,114.82,86.74,27,0
