,Unnamed: 0,cause,riverdistance,sealevel,severity,temp,humidity,wind_speed,pressure,class
202,202,Clouds,18.26,229.18,0,29.47,68,4.13,1004,0
203,203,Clouds,17.8,1978.24,0,19.25,80,1.99,1000,0
204,204,Rain,49.3,243.35,0,33.19,51,4.18,998,0
205,205,Clouds,5.03,21.42,0,24.9,32,0.48,1014,0
206,206,Clouds,121.2,209.43,0,30.92,24,1.1,1010,0
207,207,Clouds,4.6,3.79,0,30.54,63,3.37,1008,0
208,208,Rain,18.4,371.66,0,24.47,69,6,1015,0
209,209,Clouds,26.12,641.79,0,24.8,32,4.53,1014,0
210,210,Clear,41.2,184.66,0,27.72,18,1.98,1006,0
211,211,Clear,16.8,211.95,0,19.85,68,3.2,1010,0
212,212,Clouds,43.5,281.97,0,33.05,36,0.78,1008,0
213,213,Clouds,113.2,289.57,0,20.94,44,7.81,1009,0
