forest,sealevel,temp,humidity,wind,cloud,weather,pressure,class
89.02555556,84.9,28.81,76,6.65,98,Rain,1006,1
87.49333333,24.2,27.19,94,1.2,100,Clouds,1010,1
42.44889,340.95,44.89,7,5.18,30,scattered clouds,1003,0
64.59,154.6,15.89,51,2.47,65,broken clouds,1013,0
59.83222,124.27,35.57,26,2.36,0,clear sky,1008,0
88.64222,89.92,15.54,57,1.92,0,clear sky,1017,0
63.84,276.73,32.97,49,6.46,0,clear sky,1010,0
58.16333,38.61,27.77,77,2.91,0,clear sky,1009,0
86.74,114.82,31.99,50,1.31,6,clear sky,1009,0
33.44667,404.06,20.91,54,1.16,99,overcast clouds,1006,0
28.77556,373,27.44,47,3.41,100,overcast clouds,1006,0
74.85889,75.22,29.05,77,4.94,92,light rain,997,0
25.56333,855.32,16.83,78,0.99,0,clear sky,1011,0
88.84444,12.31,28.33,79,9.88,12,few clouds,1004,0
40.46333,8.85,30.16,80,6.85,93,light rain,1005,0
32.52,285.83,20.48,25,2.98,0,clear sky,1015,0
25.6587,197.78,12.84,39,1.52,35,scattered clouds,1014,0
88.06667,495.78,23.72,17,5.45,0,clear sky,1010,0
17.91889,1312.69,16.41,82,0.45,75,broken clouds,1011,0
79.11889,296.87,23.71,35,0.94,37,scattered clouds,1008,0
14.58556,109.77,35.74,57,2.46,74,broken clouds,989,0
61.10333,639.58,26.88,70,6.24,59,light rain,1006,0
47.81556,156.44,22.73,59,2.78,70,broken clouds,1010,0
11.77556,668.25,22.24,88,5.01,100,light rain,1007,0
47.39222,681.91,25.23,18,1.69,0,clear sky,1013,0
1.735556,513.86,28.79,31,5.94,0,clear sky,1003,0
9.135556,6.75,27.09,87,7.72,96,light rain,996,0
63.17444,451.91,23.7,83,1.36,30,light rain,1009,0
83.33,37.68,21.37,82,4.11,80,broken clouds,1011,0
36.16778,86.27,31.42,40,6.8,0,clear sky,1004,0
55.58333,208,30.75,32,1.62,0,clear sky,1006,0
3.108889,214.97,38.41,35,1.91,16,few clouds,991,0
66.15889,237.31,38.12,14,6.35,98,overcast clouds,1002,0
34.24,472.64,30.14,29,1.93,55,broken clouds,1010,0
86.72333,28.25,30.02,82,2.42,86,moderate rain,1003,0
45.01222,223.65,20.33,50,5.2,51,light rain,1013,0
52.60444,100.63,19.54,60,2.01,0,clear sky,1014,0
41.99889,69.5,21.34,26,6.5,0,clear sky,1016,0
77.97667,89.71,16.05,78,0.32,0,clear sky,1010,0
85.91556,1206.24,19.69,41,3.09,34,light rain,1015,0
68.67444,142.94,34.39,36,0.91,41,scattered clouds,1006,0
78.64333,308,23.89,85,2.06,100,light rain,1005,0
51.57889,15.05,33.75,34,6.88,0,clear sky,1009,0
79.27111,91.98,20.1,87,2.41,67,light rain,1016,0
70.56222,323.6,19,26,2.49,0,clear sky,1015,0
96.86889,618.96,24.55,95,5.31,100,heavy intensity rain,1001,0
71.04111,496.4,23.48,93,5.31,100,light rain,1002,0
90.61889,119.76,23.78,91,1.3,100,moderate rain,1009,0
52.18667,588.78,27.24,34,3.74,0,clear sky,1011,0
3.678889,20.98,23,46,3.15,0,clear sky,1013,0
13.21556,555.85,24.5,35,2,12,few clouds,1014,0
66.49222,9.12,26.55,83,4.11,98,light rain,1011,0
79.98889,8.61,22.81,54,3.42,0,clear sky,1014,0
88.86444,1088.04,13.3,38,3.15,0,clear sky,1017,0
64.62333,297.7,27.58,24,2.11,0,clear sky,1007,0
90.08556,169.06,17.4,76,5.11,49,scattered clouds,1009,0
68.50667,237.81,41.84,27,3.66,77,broken clouds,994,0
57.04889,0.75,26.45,66,6,86,overcast clouds,1012,0
0.651111,236.9,28.3,73,5.89,95,light rain,1008,0
39.20111,321.13,23.49,43,2.93,69,broken clouds,1014,0
59.10444,487.97,26.29,77,5.34,0,clear sky,1008,0
0.04,236.9,31.18,59,2.87,0,clear sky,1002,0
1.737778,377.03,37.43,25,3.34,2,clear sky,1010,0
26.62556,1587.48,14,81,1.92,100,light rain,1015,0
42.15889,561.54,20.55,56,0.77,2,clear sky,1010,0
66.02556,182.3,26.81,37,3.27,0,clear sky,1009,0
85.76,258.28,19.28,41,4.22,0,clear sky,1013,0
67.36889,230.66,27.98,23,2.11,41,scattered clouds,1010,0
57.65889,11.33,20.25,61,3.76,0,clear sky,1013,0
58.72,774.2,27.9,47,1.59,94,overcast clouds,1001,0
96.95,506.45,25.26,42,2.42,13,few clouds,1008,0
0.625556,221.97,40.81,8,2.36,0,clear sky,992,0
84.12667,53.34,23.91,41,1.56,0,clear sky,1015,0
58.78556,152.93,31.72,21,2.58,13,few clouds,1008,0
79.84889,997.24,16.99,82,1.03,6,clear sky,1011,0
85.66556,107.81,31.63,74,1.68,82,light rain,1002,0
74.38667,125.32,31.88,46,0.18,0,clear sky,1004,0
67.16889,90.46,21.33,27,1.11,0,clear sky,1011,0
1.46,836.06,23.94,77,7.5,97,overcast clouds,1007,0
40.03667,33.91,24.01,75,1.34,59,broken clouds,1012,0
85.22778,24.91,21.04,86,0.77,91,light rain,1008,0
51.63111,280.85,26.88,23,3.04,0,clear sky,1006,0
55.25778,351.31,31.1,12,2.6,0,clear sky,1013,0
11.57,454.18,29.41,63,6.75,92,overcast clouds,1008,0
27.40444,214.26,26.22,85,5.65,100,light rain,1004,0
90.82556,216.36,37.36,40,4.23,45,scattered clouds,995,0
53.99,2.27,32.13,58,8.06,48,scattered clouds,1005,0
74.34333,171.68,17.38,58,1.92,0,clear sky,1016,0
65.95333,442.45,25.15,88,6.61,84,broken clouds,999,0
78.06111,231.92,21.15,66,1.8,0,clear sky,1006,0
76.11889,95,28.59,62,6.19,0,clear sky,1010,0
62.63333,219.54,35.98,46,3.67,79,broken clouds,1005,0
3.567778,289.75,20.51,32,2.18,0,clear sky,1013,0
71.66556,421.01,34.9,39,3.6,100,overcast clouds,1001,0
73.55222,69.4,21.82,94,2.33,87,overcast clouds,1011,0
39.40889,264.07,29.62,42,3.24,37,scattered clouds,1011,0
9.114444,345.87,23.57,80,2.96,34,scattered clouds,1011,0
46.09,306.38,23.22,42,3.22,70,broken clouds,1015,0
1.498889,94.42,27.54,58,2.36,99,overcast clouds,1009,0
91.02222,144.18,34.19,10,5.32,60,broken clouds,1008,0
96.40222,818.76,9.51,80,1.51,0,clear sky,1017,0
81.16556,817.1,27.45,26,5.26,17,few clouds,1010,0
58.86,448.88,23.49,56,6.56,0,clear sky,1013,0
13.14889,80.62,19.53,41,3.58,0,clear sky,1011,0
8.385556,492.02,20.49,90,1.36,27,scattered clouds,1011,0
88.14889,121.72,25.03,18,4.39,0,clear sky,1013,0
77.65667,1433.54,17.39,96,0.81,84,broken clouds,1006,0
56.30111,62.43,35.92,49,1.75,100,overcast clouds,993,0
55.94222,272.85,28.18,29,2.33,79,broken clouds,1011,0
20.14889,577.26,11.7,36,3.12,0,clear sky,1015,0
9.648889,721.97,25.32,68,8.46,100,overcast clouds,1007,0
26.23889,24.78,30.52,23,2.27,0,clear sky,1011,0
0.032222,291.66,31.36,12,1.79,3,clear sky,1012,0
64.59,319.74,16.02,46,1.57,0,clear sky,1015,0
90.09889,314.26,29.46,69,4.03,99,light rain,1005,0
50.45,331.11,33.43,44,2.32,0,clear sky,1002,0
62.10111,225.4,18.87,25,2.01,0,clear sky,1016,0
16.11667,229.45,20.35,49,1.59,90,overcast clouds,1010,0
68.80778,467.99,28.28,25,3.09,0,clear sky,1013,0
82.29444,107.51,22.76,41,3.89,49,scattered clouds,1015,0
90.75,15.66,33.42,54,7.52,62,broken clouds,1000,0
68.15,305.52,20.3,36,1.49,39,scattered clouds,1014,0
77.48111,423.78,36.47,8,2.34,79,broken clouds,1008,0
31.00111,550.43,28.66,20,3.06,0,clear sky,1011,0
0,526.54,26.59,76,5.09,100,moderate rain,1007,0
0.291111,235.65,33.69,41,6.82,0,clear sky,1004,0
71.22667,116.5,29.17,36,2.59,73,broken clouds,1011,0
41.54667,235.18,26.33,16,4.21,0,clear sky,1015,0
90.29667,80.94,18.06,32,1.65,0,clear sky,1015,0
62.78667,235.93,31.04,39,2.43,0,clear sky,1004,0
73.53556,8.26,42.91,17,0.94,0,clear sky,1012,0
36.17667,236.29,14.04,44,0.21,0,clear sky,1016,0
88.38889,449.9,24.63,28,1.25,0,clear sky,1008,0
19.25444,77.28,30.31,75,3.36,89,overcast clouds,998,0
74.67667,476.85,44.92,6,7.54,0,clear sky,999,0
51.77778,207.82,19.95,32,2.82,0,clear sky,1017,0
33.20889,355.3,23.65,82,0.75,100,light rain,1010,0
18.48667,261.22,23.23,52,4.43,0,clear sky,1010,0
2.317778,417.7,20.62,21,1.24,0,clear sky,1012,0
10.20778,234.32,29.25,72,7.56,100,moderate rain,1000,0
64.18,378.78,23.88,88,5.06,93,overcast clouds,1002,0
0.25,226.58,33.17,50,4.06,0,clear sky,1004,0
26.34,203.14,19.78,67,1.86,0,clear sky,1013,0
69.41222,435.46,26.07,56,3.73,6,clear sky,1006,0
91.41111,151.89,23.95,41,0.13,19,few clouds,1009,0
78.14333,1625.74,26.56,68,2.48,32,light rain,1002,0
44.37111,153.62,21.94,52,2.44,0,clear sky,1006,0
11.39333,178.11,31.02,65,4.6,13,light rain,995,0
92.24111,178.66,31.91,22,0.98,30,scattered clouds,1003,0
64.89,81.39,27.41,74,4.14,14,few clouds,1006,0
94.82556,443.13,33.91,24,1.52,2,clear sky,1009,0
27.37556,816.75,32.31,18,4.13,0,clear sky,1014,0
48.32556,286.23,27.42,69,0.53,87,overcast clouds,1004,0
96.40778,1662.83,22.19,87,0.66,55,light rain,1006,0
86.47667,15.89,30.63,70,2.43,100,light rain,1007,0
24.28,602.12,22.44,60,3.28,0,clear sky,1016,0
15.96333,4.65,39.93,29,5.63,8,clear sky,1006,0
36.22667,165.89,31.25,64,4.81,94,overcast clouds,998,0
50.47111,256.09,29.89,28,1.95,2,clear sky,1011,0
4.252222,918.3,22.49,77,9.59,100,light rain,1003,0
34.71222,574.04,23.35,86,6.75,99,light rain,1007,0
58.35778,701.86,21.61,87,7.88,100,light rain,1007,0
80.62556,181.65,9.72,61,1.09,0,clear sky,1021,0
90.24444,53.76,26.18,47,3.27,0,clear sky,1012,0
24.78778,295.24,28.27,38,1.52,0,clear sky,1010,0
56.42,273.97,25.34,91,7.19,100,heavy intensity rain,997,0
3.897778,2.32,30.63,44,4.08,0,clear sky,1013,0
4.356667,227.43,19.44,26,1.47,0,clear sky,1014,0
84.91556,216.86,38.86,11,1.39,8,clear sky,1005,0
53.14333,246.21,36.25,43,2.35,73,broken clouds,997,0
59.01889,178.92,45.02,6,7.36,47,scattered clouds,1000,0
32.5,242.96,23.72,22,1.36,65,broken clouds,1008,0
1.81,307.73,36.67,17,8.89,15,few clouds,1001,0
76.64111,551.14,15.56,92,1.22,32,scattered clouds,1012,0
4.683333,4.25,26.45,75,0.24,49,scattered clouds,1010,0
88.55111,359.07,28.43,68,1.38,97,overcast clouds,1004,0
11.68,572.29,25,81,6.08,100,overcast clouds,1005,0
22.60222,25.71,25.94,70,4.92,0,clear sky,1011,0
88.65556,22.26,26.6,35,0.93,0,clear sky,1011,0
85.46778,1598.02,11.59,48,0.94,44,scattered clouds,1012,0
51.49333,28.81,38.04,32,5.7,6,clear sky,1006,0
27.58111,246.63,24.65,33,1.56,0,clear sky,1016,0
86.71778,360.83,19.11,34,1.13,1,clear sky,1015,0
19.42444,125.77,19.74,83,1.42,20,few clouds,1011,0
29.02111,244.28,32.4,44,2.97,0,clear sky,1003,0
74.17889,36.31,33.88,47,6.11,100,overcast clouds,1005,0
93.29667,1625.31,11.35,84,1.34,0,clear sky,1009,0
90.37667,151.11,17.93,90,0.97,67,broken clouds,1015,0
69.81222,257.79,18.55,37,2.34,2,clear sky,1013,0
90.41556,224.38,24.41,19,2.95,0,clear sky,1016,0
34.25889,276.81,28.83,60,0.91,31,scattered clouds,1001,0
76.75444,661.3,34.25,16,3.67,50,scattered clouds,1007,0
69.82,142.02,27.5,51,2.96,0,clear sky,1004,0
34.73111,175.48,17.02,27,2.14,0,clear sky,1014,0
46.73,537.46,30.31,30,5.42,95,overcast clouds,1009,0
89.84556,286.55,31.42,20,1.29,0,clear sky,1010,0
56.63222,202.83,29.68,13,3.97,0,clear sky,1012,0
79.70222,299.63,20.08,30,2.33,33,scattered clouds,1013,0
5.172222,210.86,37.18,43,2.13,10,clear sky,996,0
77.76,190.85,27.59,85,5.76,98,light rain,1003,0
88.62889,94.53,14.65,43,2.33,0,clear sky,1016,0
72.01444,134.21,12.63,40,1.97,90,overcast clouds,1013,0
36.13333,219.18,23.11,52,0.7,0,clear sky,1015,0
70.34,406.7,32.37,54,1.73,97,overcast clouds,1003,0
81.20333,229.18,29.47,68,4.13,44,scattered clouds,1004,0
77.26556,1978.24,19.25,80,1.99,55,light rain,1000,0
12.25667,243.35,33.19,51,4.18,98,overcast clouds,998,0
82.21333,21.42,24.9,32,0.48,83,broken clouds,1014,0
48.64333,209.43,30.92,24,1.1,0,clear sky,1010,0
75.83667,3.79,30.54,63,3.37,5,clear sky,1008,0
92.81,371.66,24.47,69,6,94,overcast clouds,1015,0
45.68222,641.79,24.8,32,4.53,0,clear sky,1014,0
15.52222,184.66,27.72,18,1.98,0,clear sky,1006,0
39.95889,211.95,19.85,68,3.2,56,broken clouds,1010,0
40.89444,281.97,33.05,36,0.78,32,light rain,1008,0
0.098889,289.57,20.94,44,7.81,0,clear sky,1009,0
83.21444444,442.79,24.12,59,1.99,6,Clear,1009,0
75.53222222,675.11,20.85,93,0.73,90,Clouds,1010,0
27.4,129.65,33.41,71,2.52,96,Rain,1003,0
6.135555556,121.08,13.78,62,2.37,4,Clear,1020,0
3.398888889,70.84,27.05,82,1,75,Rain,1006,0
17.91888889,1312.69,19.08,88,1.5,20,Clouds,1016,0
31.25666667,121.67,11.77,80,0,0,Clear,1018,0
85.66777778,99.47,27.12,92,0.8,100,Rain,1006,0
90.37666667,151.11,27.95,93,1.51,57,Clouds,1008,0
42.44888889,340.95,34.04,36,1.5,1,Clear,1004,0
64.59,319.74,17.88,67,1.71,0,Clear,1019,0
34.52333333,937.35,26.81,58,2.97,22,Clouds,1012,0
12.25666667,243.35,12.17,82,1.64,0,Clear,1017,0
0.098888889,289.57,15.8,95,1,90,Fog,1017,0
20.85777778,80,29.59,63,0,32,Clouds,1009,0
76.41777778,46.21,28.05,85,2.22,88,Rain,1006,0
1.7,65.77,17.38,63,1.99,0,Clear,1012,0
89.38222222,745.98,15.66,65,0.19,1,Clear,1013,0
35.76333333,0,31.44,49,2.1,20,Clouds,1009,0
68.28111111,442.47,23.95,38,0.71,0,Clear,1016,0
38.68666667,5.66,27.1,83,0.92,95,Clouds,1009,0
0.032222222,293.08,26.08,56,1.31,1,Clear,1013,0
19.25444444,77.28,33.06,72,1.5,40,Haze,997,0
0.651111111,236.9,26.83,32,0,58,Haze,1006,0
87.98333333,73.59,29.33,88,3.4,100,Rain,1004,0
49.35888889,588.38,23.12,97,2.97,100,Rain,1008,0
17.76,492.33,35.5,42,1.74,43,Clouds,1009,0
90.24444444,53.76,30.11,83,1.81,19,Clouds,1011,0
89.12333333,981.72,8.28,54,0.6,12,Clouds,1016,0
86.71777778,360.83,26.71,71,1.34,100,Clouds,1000,0
9.114444444,345.87,25.24,85,4.22,100,Clouds,1008,0
55.94222222,272.85,22.59,68,1.5,97,Clouds,1011,0
1.81,307.73,23.01,94,3.6,75,Thunderstorm,1007,0
50.45,331.11,17.35,76,1.69,5,Clear,1013,0
24.01444444,894.17,15.88,92,1.8,0,Clear,1014,0
62.10111111,225.4,24.51,65,4.46,82,Clouds,1011,0
58.35777778,701.86,24.59,84,3.53,99,Clouds,1010,0
51.77777778,207.82,40.66,33,3.46,22,Clouds,1004,0
77.43444444,423.78,30.15,74,2.41,95,Clouds,1000,0
11.24444444,414.42,20.69,79,1.7,0,Clear,1013,0
73.10333333,217.65,29.5,36,0.76,0,Clear,1009,0
85.66555556,107.81,28.44,69,4.62,0,Clear,999,0
22.75444444,230.56,26.11,70,1.99,51,Clouds,1011,0
28.85222222,176.8,9.71,93,0.86,0,Clear,1020,0
72.55777778,324.07,25.76,66,2.05,26,Clouds,1013,0
74.65333333,490.36,35.6,30,3.76,36,Rain,1008,0
77.24444444,258.85,32.42,68,1.97,49,Rain,1002,0
59.01888889,178.92,30.29,86,1.05,95,Clouds,1000,0
63.00111111,6.96,34.83,62,1,20,Clouds,1007,0
80.26222222,657.03,30.75,65,1,54,Clouds,1001,0
89.84444444,286.55,30.25,38,2.32,37,Clouds,1006,0
59.83222222,124.27,27.44,67,1.68,0,Clear,1012,0
88.48666667,278.01,20.26,79,1.84,46,Clouds,1015,0
69.00111111,212.66,9.81,86,2.42,0,Clear,1018,0
27.58111111,246.63,20.07,79,1.36,93,Clouds,1013,0
52.18666667,99.8,10.42,90,2.01,0,Clear,1018,0
90.61888889,119.76,24.63,91,0.71,14,Clouds,1009,0
76.64111111,551.14,26.44,78,3.27,36,Clouds,1008,0
56.78111111,1,28.69,57,2.18,0,Clear,1014,0
17.70222222,352.51,15.57,63,1.5,5,Clear,1012,0
74.34666667,171.68,21.06,71,2.54,0,Clear,1016,0
46.09,306.38,27.59,68,1.14,35,Clouds,1011,0
15.84777778,439.05,25.11,58,1.91,0,Clear,1009,0
47.39222222,681.91,20.55,55,2.89,18,Clouds,1018,0
54.19111111,560.46,20.35,74,1,1,Clear,1017,0
22.60222222,25.71,27.4,91,3.63,100,Rain,998,0
37.67666667,148.22,27.87,73,1.43,94,Clouds,1006,0
33.37333333,295.18,19.07,85,1.38,30,Clouds,1012,0
58.47555556,458.02,29.6,42,1.79,0,Clear,1011,0
87.76666667,136.17,29.16,68,0.56,67,Clouds,1008,0
15.91333333,233.28,6.75,94,0.6,0,Clear,1016,0
3.678888889,20.98,31.68,70,3.73,3,Clear,1006,0
86.47666667,15.89,28.46,93,1.92,98,Clouds,999,0
15.29888889,235.91,28.95,79,1,20,Clouds,997,0
92.81,371.66,30.18,67,2.96,77,Clouds,1008,0
79.55555556,60.06,34.82,66,2.21,75,Clouds,1002,0
42.15888889,561.54,25.89,87,1.53,87,Clouds,1011,0
75.36555556,81.35,17.26,84,2.56,28,Clouds,1014,0
31.49,235.74,38.23,30,2.76,27,Clouds,1003,0
78.97666667,91.81,17.99,83,1.37,1,Clear,1013,0
90.20444444,47.05,19.19,83,0.93,0,Clear,1018,0
68.80777778,467.99,27.03,88,2.45,84,Rain,1007,0
69.41222222,435.46,25.73,96,3.31,100,Clouds,1004,0
84.91555556,216.86,30.09,77,1.47,100,Rain,1008,0
91.06,277.45,33.02,62,4.3,100,Clouds,1000,0
32.32666667,223.61,29.71,70,2.93,0,Clear,1008,0
80.93666667,181.65,19.45,83,2.55,19,Clouds,1012,0
26.45333333,811.54,24.99,42,4.25,62,Clouds,1017,0
88.71444444,769.27,22.18,83,1.31,0,Clear,1003,0
84.99111111,1168.53,20.65,84,1.63,17,Clouds,1003,0
68.50666667,237.81,15.81,70,2.48,0,Clear,1017,0
54.33,5.87,31.21,76,0,40,Clouds,1003,0
43.51,183.89,25.13,93,3.89,100,Rain,1003,0
48.14444444,100.84,32.23,70,3.43,99,Clouds,998,0
55.62555556,147.89,8.64,97,1,100,Fog,1019,0
23.28222222,655.81,24.71,91,2.36,68,Clouds,1011,0
44.37111111,153.62,24.51,58,1.36,0,Clear,1017,0
74.38666667,125.32,29.39,75,0,90,Rain,1003,0
79.70222222,299.63,28.41,84,0,90,Rain,997,0
25.75222222,291.23,31.64,64,1,40,Rain,998,0
49.92777778,452.74,30.53,65,4.44,100,Clouds,1007,0
1.735555556,513.86,14.64,23,1,0,Haze,1020,0
0.102222222,294.25,28.31,83,3.05,70,Rain,1007,0
36.646,289.06,36.28,39,4.83,41,Clouds,1007,0
36.22666667,165.89,22.03,66,2.19,48,Clouds,1011,0
47.93333333,218.73,16.46,85,0,0,Haze,1018,0
21.35111111,6.32,27.79,71,0,40,Clouds,1011,0
77.76,190.85,32.28,75,4.19,22,Clouds,997,0
24.28,602.12,26.31,85,3.53,98,Clouds,1010,0
62.78666667,235.93,14.04,74,1.98,0,Clear,1014,0
64.29888889,638.68,33.9,49,2.48,20,Clouds,1013,0
0.291111111,235.65,5.85,80,1.2,0,Clear,1021,0
84.49111111,38.22,29.32,47,1.17,82,Clouds,1012,0
10.68,211.74,10.04,82,1,0,Fog,1021,0
74.55,260.97,32.73,57,4.25,21,Clouds,1002,0
81.25111111,11.02,26.81,70,7.49,87,Clouds,1012,0
63.17444444,451.91,24.81,83,3.26,99,Clouds,1009,0
72.01444444,134.21,22.3,63,5.82,0,Clear,1011,0
45.91555556,252.41,28.57,76,2.78,100,Clouds,1003,0
69.81222222,257.79,26.08,92,1.38,96,Clouds,1001,0
6.047777778,134.18,29.43,10,3.1,20,Clouds,987,0
86.92444444,46.64,21.42,54,1.51,0,Clear,1015,0
53.99,2.27,29.43,81,1.5,20,Clouds,1009,0
52.63888889,207.76,28.06,72,3.88,64,Clouds,1013,0
20.96777778,45.38,22.6,54,2.51,0,Clear,1015,0
52.43666667,260.82,29.01,70,0.25,94,Clouds,1010,0
78.06111111,231.92,31.01,65,2.06,0,Clear,1004,0
41.74444444,718.21,20.89,94,1.88,100,Rain,1010,0
63.81777778,70.3,16.22,94,1.78,2,Clear,1016,0
13.21555556,555.85,29.6,24,0.5,0,Clear,1013,0
88.84444444,12.31,27.54,93,2.98,97,Clouds,1005,0
64.89,81.39,28.42,41,2.19,0,Clear,1009,0
73.53555556,8.26,28.35,84,1.67,32,Clouds,1011,0
40.89444444,281.97,23.95,83,0,20,Clouds,1008,0
18.48666667,261.22,40.29,21,1.55,6,Clear,1010,0
57.04888889,0.75,31.45,67,3.1,85,Clouds,1005,0
57.20111111,31.66,28.41,96,0.94,92,Rain,1003,0
54.88444444,257.86,29.37,95,1.9,78,Clouds,1000,0
15.52222222,184.66,32.19,66,2.1,40,Haze,999,0
86.72333333,28.25,31.14,77,0.83,96,Rain,1008,0
88.06666667,495.78,23.63,63,2.52,32,Clouds,1013,0
71.66555556,421.01,33.57,48,1.59,21,Clouds,1009,0
81.82888889,448.31,19.8,77,1.53,4,Clear,1014,0
0.25,226.58,30.63,74,4.6,0,Clear,994,0
33.94,397.38,24.12,93,1.72,85,Clouds,1007,0
78.10444444,73.02,32.38,70,2.5,61,Clouds,1001,0
14.87888889,467.98,17.61,67,3.08,65,Clouds,1012,0
11.28,50.2,25.34,88,1,40,Rain,1005,0
51.49333333,28.81,31.72,56,2.78,35,Clouds,1010,0
0.058888889,430.03,6.61,78,0,0,Clear,1021,0
14.41777778,413.87,22.86,73,0,40,Mist,1012,0
77.46888889,170.25,13.24,89,2.24,0,Clear,1019,0
45.68222222,641.79,25.91,82,5.66,35,Clouds,1002,0
66.15888889,237.31,37.04,47,2.94,3,Clear,1003,0
86.09,364.8,9.27,92,2.09,100,Rain,1020,0
42.69222222,277.43,29.33,40,3.19,30,Clouds,1002,0
88.61888889,359.07,27.54,87,1.34,100,Clouds,1003,0
71.71888889,322.74,20.46,90,2.29,21,Clouds,1014,0
36.17666667,236.29,34.17,63,3.6,92,Clouds,998,0
4.252222222,918.3,25.04,66,2.1,40,Rain,977,0
19.87111111,279.58,26.7,90,2.94,100,Rain,1002,0
3.436666667,496.43,26.01,76,2.1,90,Haze,1001,0
72.13555556,136,18.53,90,2.16,100,Clouds,1015,0
64.62333333,297.7,14.77,91,0.98,0,Clear,1017,0
0.07,612.97,24.55,86,3.73,100,Clouds,1010,0
85.91555556,1206.24,21.68,72,1.76,50,Rain,1007,0
74.67666667,476.85,12.39,65,1,0,Clear,1019,0
96.47444444,1347.02,24.25,77,0.84,75,Rain,1011,0
8.385555556,492.02,35.73,41,1.7,73,Clouds,1008,0
72.78444444,81.72,26.98,92,4.4,100,Rain,1002,0
59.10444444,487.97,33.01,50,2.1,20,Rain,998,0
5.172222222,210.86,26.77,75,1.85,5,Clear,1006,0
31.00111111,550.43,29.08,74,0,40,Haze,1003,0
78.64333333,308,25.31,66,0,84,Clouds,1017,0
85.34555556,273.31,28.44,87,0.91,100,Clouds,1006,0
85.47444444,1598.02,8.66,38,0.52,90,Clouds,1013,0
44.61777778,3.72,26.88,72,3.38,83,Clouds,1011,0
48.10111111,259.98,29.91,74,4.48,40,Clouds,1012,0
8.835555556,200.81,24.89,64,1.92,0,Clear,1009,0
26.64888889,1587.79,23.62,36,0.5,62,Clouds,1005,0
68.15,305.52,25.88,78,0.9,65,Clouds,1007,0
2.122222222,164.08,28.22,38,2.4,39,Clouds,1009,0
77.65666667,1433.54,17,60,1,95,Clouds,1014,0
13.99555556,94.68,29.98,64,2.19,97,Clouds,1001,0
70.34,406.7,26.57,94,3.02,91,Rain,1001,0
82.21333333,21.42,25.41,92,1.92,1,Clear,1009,0
43.05444444,193.41,22.91,94,0.88,84,Rain,1011,0
38.03444444,280.11,37,32,2.6,20,Clouds,1000,0
26.34,203.14,30.72,80,1.65,100,Clouds,1007,0
39.40888889,264.07,30.65,77,2.16,99,Rain,1004,0
58.78555556,152.93,39.18,26,3.76,0,Clear,998,0
86.54888889,1291,20.11,59,1.87,0,Clear,1014,0
9.648888889,721.97,23.03,87,4.6,20,Clouds,1008,0
28.77555556,373,41.57,27,2.59,83,Clouds,1001,0
67.16888889,90.46,21.99,64,3.03,0,Clear,1012,0
11.57,454.18,29.37,37,1,20,Clouds,1009,0
35.80333333,314.89,38.79,23,3.39,0,Clear,1009,0
82.28222222,215.94,34.84,64,3.21,42,Clouds,1004,0
80.36888889,32.86,24.81,95,1.06,97,Clouds,1011,0
96.40777778,1662.83,25.17,83,0.74,100,Clouds,1006,0
69.82,142.02,30.94,84,1.91,82,Rain,1000,0
68.27555556,546.32,29.57,29,4.21,4,Clear,1008,0
85.88444444,17.36,28.99,42,1.5,13,Clouds,1015,0
60.47,25.9,23.01,46,0,20,Clouds,1018,0
55.25777778,351.31,10.37,88,1.85,15,Clouds,1020,0
37.92,11.96,25.97,89,2.18,100,Rain,1010,0
90.08555556,169.06,31.8,42,1.16,0,Clear,1010,0
0,526.54,26.37,77,8.53,100,Clouds,1007,0
13.61777778,215.17,28.32,51,0.23,0,Clear,1014,0
52.19888889,248.86,22.79,72,1.5,0,Clear,1012,0
73.33777778,147.85,17.04,82,2.46,100,Clouds,1017,0
63.84,276.73,29.93,60,0,40,Clouds,1006,0
63.56777778,5.64,27.42,62,1.5,20,Clouds,1011,0
29.02111111,244.28,26.17,92,0,40,Haze,998,0
84.12666667,53.34,26.72,94,0.76,98,Clouds,1001,0
82.50111111,108.18,33.19,74,1.42,68,Rain,996,0
7.303333333,11.5,20.79,69,0,34,Clouds,1012,0
67.96222222,546.27,28.19,53,0.5,0,Clear,1013,0
47.81555556,156.44,20.31,72,1.93,0,Clear,1013,0
51.56444444,33.11,21.74,68,1.14,2,Clear,1019,0
45.76,542.07,29.82,64,5.4,3,Clear,1010,0
13.66555556,273.58,21.35,43,1.45,75,Clouds,1019,0
51.57888889,15.05,25.97,88,2.13,17,Clouds,1011,0
1.454444444,248.26,25.77,65,2.72,0,Clear,1006,0
38.99555556,205.08,30.36,61,2.37,0,Clear,996,0
88.65555556,22.26,27.63,94,0.36,98,Rain,1003,0
55.58333333,208,17.53,80,0.76,0,Clear,1008,0
58.15444444,38.61,26.42,95,3.24,100,Rain,1002,0
3.897777778,2.32,32.18,49,6.2,0,Clear,1013,0
42.25111111,573.52,29.29,62,4.92,86,Clouds,1008,0
78.14333333,1625.74,23.56,94,0.29,98,Rain,1003,0
60.76555556,215.03,27.21,85,1.45,28,Clouds,1008,0
19.42444444,125.77,26.37,74,1,20,Clouds,1009,0
0.04,236.9,37.16,23,4.26,0,Clear,1005,0
